match_id,home_team,away_team,team_id,team_name,team_is_home,score,outcome,player_name,rank,pagerank,pagerank_pct,betweenness,minutes_played
3894728,Athletic Club,Real Sociedad,215,Athletic Club,True,2-1,win,Iñigo Ruiz de Galarreta Etxeberria,7,0.06805722972848127,6.81,0.0857,70
3894728,Athletic Club,Real Sociedad,215,Athletic Club,True,2-1,win,Alejandro Berenguer Remiro,8,0.06647441023310477,6.65,0.0095,84
3894728,Athletic Club,Real Sociedad,215,Athletic Club,True,2-1,win,Gorka Guruzeta Rodríguez,9,0.06591650519501047,6.59,0.0095,73
3894728,Athletic Club,Real Sociedad,215,Athletic Club,True,2-1,win,Iker Muniain Goñi,10,0.05473531835276249,5.47,0.1111,13
3894728,Athletic Club,Real Sociedad,215,Athletic Club,True,2-1,win,Ander Herrera Agüera,11,0.04775895511287802,4.78,0.0,27
3894728,Athletic Club,Real Sociedad,215,Athletic Club,True,2-1,win,Unai Simón Mendibil,12,0.042576807606755675,4.26,0.0048,97
3894728,Athletic Club,Real Sociedad,215,Athletic Club,True,2-1,win,Aitor Paredes Casamichana,13,0.03602019639622113,3.6,0.0381,97
3894728,Athletic Club,Real Sociedad,215,Athletic Club,True,2-1,win,Asier Villalibre Molina,14,0.03333918815268597,3.33,0.0,24
3894728,Athletic Club,Real Sociedad,215,Athletic Club,True,2-1,win,Unai Gómez Etxebarria,15,0.024035492790412463,2.4,0.0,28
3894728,Athletic Club,Real Sociedad,215,Athletic Club,True,2-1,win,Malcom Abdulai Ares Djalo,16,0.018390761838148757,1.84,0.0,13
3894728,Athletic Club,Real Sociedad,210,Real Sociedad,False,2-1,loss,Mikel Merino Zazón,1,0.12828423951687948,12.83,0.1905,97
3894728,Athletic Club,Real Sociedad,210,Real Sociedad,False,2-1,loss,Igor Zubeldia Elorza,2,0.09195131934981679,9.2,0.2817,97
3894728,Athletic Club,Real Sociedad,210,Real Sociedad,False,2-1,loss,Brais Méndez Portela,3,0.09150809456074604,9.15,0.1683,79
3894728,Athletic Club,Real Sociedad,210,Real Sociedad,False,2-1,loss,Ander Barrenetxea Muguruza,4,0.08280226987338174,8.28,0.0071,62
3894728,Athletic Club,Real Sociedad,210,Real Sociedad,False,2-1,loss,Martín Zubimendi Ibáñez,5,0.07678439387040334,7.68,0.0587,97
